comparison,sample_type,source,game,language,sourceItemId,tcgplayer_id,name,setId,setName,localId,cardNumber,rarity
pokemon_en_only,leftOnlyByNameNumber,tcgtracking,POKEMON,en,133815,133815,Trainers' Mail - 92a/108 (Non-Holo),1938,Alternate Art Promos,092a/108,092a/108,Promo
pokemon_en_only,rightOnlyByNameNumber,pokemoncard.io,POKEMON,en,sv3pt5-1,502552,Bulbasaur,sv3pt5,151,1,1,Common
pokemon_en_only,rightOnlyByNameNumber,pokemoncard.io,POKEMON,en,sv3pt5-10,502559,Caterpie,sv3pt5,151,10,10,Common
pokemon_en_only,rightOnlyByNameNumber,pokemoncard.io,POKEMON,en,sv3pt5-100,516669,Voltorb,sv3pt5,151,100,100,Common
pokemon_en_only,rightOnlyByNameNumber,pokemoncard.io,POKEMON,en,sv3pt5-101,516670,Electrode,sv3pt5,151,101,101,Rare
pokemon_en_only,rightOnlyByNameNumber,pokemoncard.io,POKEMON,en,sv3pt5-102,516671,Exeggcute,sv3pt5,151,102,102,Common
pokemon_en_only,rightOnlyByNameNumber,pokemoncard.io,POKEMON,en,sv3pt5-103,516672,Exeggutor,sv3pt5,151,103,103,Uncommon
pokemon_en_only,rightOnlyByNameNumber,pokemoncard.io,POKEMON,en,sv3pt5-104,516673,Cubone,sv3pt5,151,104,104,Common
pokemon_en_only,rightOnlyByNameNumber,pokemoncard.io,POKEMON,en,sv3pt5-105,516674,Marowak,sv3pt5,151,105,105,Rare
pokemon_en_only,rightOnlyByNameNumber,pokemoncard.io,POKEMON,en,sv3pt5-106,516675,Hitmonlee,sv3pt5,151,106,106,Uncommon
pokemon_en_only,rightOnlyByNameNumber,pokemoncard.io,POKEMON,en,sv3pt5-107,516676,Hitmonchan,sv3pt5,151,107,107,Uncommon
pokemon_en_only,rightOnlyByNameNumber,pokemoncard.io,POKEMON,en,sv3pt5-108,516677,Lickitung,sv3pt5,151,108,108,Common
pokemon_en_only,rightOnlyByNameNumber,pokemoncard.io,POKEMON,en,sv3pt5-109,516679,Koffing,sv3pt5,151,109,109,Common
pokemon_en_only,rightOnlyByNameNumber,pokemoncard.io,POKEMON,en,sv3pt5-11,502560,Metapod,sv3pt5,151,11,11,Common
pokemon_en_only,rightOnlyByNameNumber,pokemoncard.io,POKEMON,en,sv3pt5-110,516680,Weezing,sv3pt5,151,110,110,Rare
pokemon_en_only,rightOnlyByNameNumber,pokemoncard.io,POKEMON,en,sv3pt5-111,516570,Rhyhorn,sv3pt5,151,111,111,Common
pokemon_en_only,rightOnlyByNameNumber,pokemoncard.io,POKEMON,en,sv3pt5-112,516573,Rhydon,sv3pt5,151,112,112,Uncommon
pokemon_en_only,rightOnlyByNameNumber,pokemoncard.io,POKEMON,en,sv3pt5-113,516575,Chansey,sv3pt5,151,113,113,Rare
pokemon_en_only,rightOnlyByNameNumber,pokemoncard.io,POKEMON,en,sv3pt5-114,516579,Tangela,sv3pt5,151,114,114,Common
pokemon_en_only,rightOnlyByNameNumber,pokemoncard.io,POKEMON,en,sv3pt5-115,516581,Kangaskhan ex,sv3pt5,151,115,115,Double Rare
pokemon_en_only,rightOnlyByNameNumber,pokemoncard.io,POKEMON,en,sv3pt5-116,516583,Horsea,sv3pt5,151,116,116,Common
pokemon_en_only,rightOnlyByNameNumber,pokemoncard.io,POKEMON,en,sv3pt5-117,516584,Seadra,sv3pt5,151,117,117,Uncommon
pokemon_en_only,rightOnlyByNameNumber,pokemoncard.io,POKEMON,en,sv3pt5-118,516681,Goldeen,sv3pt5,151,118,118,Common
pokemon_en_only,rightOnlyByNameNumber,pokemoncard.io,POKEMON,en,sv3pt5-119,516682,Seaking,sv3pt5,151,119,119,Uncommon
pokemon_en_only,rightOnlyByNameNumber,pokemoncard.io,POKEMON,en,sv3pt5-12,502561,Butterfree,sv3pt5,151,12,12,Uncommon
pokemon_en_only,rightOnlyByNameNumber,pokemoncard.io,POKEMON,en,sv3pt5-120,516683,Staryu,sv3pt5,151,120,120,Common
pokemon_en_only,rightOnlyByNameNumber,pokemoncard.io,POKEMON,en,sv3pt5-121,516684,Starmie,sv3pt5,151,121,121,Rare
pokemon_en_only,rightOnlyByNameNumber,pokemoncard.io,POKEMON,en,sv3pt5-122,516685,Mr. Mime,sv3pt5,151,122,122,Rare
pokemon_en_only,rightOnlyByNameNumber,pokemoncard.io,POKEMON,en,sv3pt5-123,516686,Scyther,sv3pt5,151,123,123,Uncommon
pokemon_en_only,rightOnlyByNameNumber,pokemoncard.io,POKEMON,en,sv3pt5-124,516687,Jynx ex,sv3pt5,151,124,124,Double Rare
pokemon_en_only,rightOnlyByNameNumber,pokemoncard.io,POKEMON,en,sv3pt5-125,516688,Electabuzz,sv3pt5,151,125,125,Common
one_piece,leftOnlyByTcgplayer,tcgtracking,ONE_PIECE,en,68:545922,545922,Okiku (SP),23387,500 Years in the Future,OP01-035,OP01-035,R
one_piece,leftOnlyByTcgplayer,tcgtracking,ONE_PIECE,en,68:545923,545923,Donquixote Doflamingo (SP),23387,500 Years in the Future,OP01-073,OP01-073,R
one_piece,leftOnlyByTcgplayer,tcgtracking,ONE_PIECE,en,68:545924,545924,Izo (SP),23387,500 Years in the Future,OP03-003,OP03-003,R
one_piece,leftOnlyByTcgplayer,tcgtracking,ONE_PIECE,en,68:545926,545926,"Eustass""Captain""Kid (SP)",23387,500 Years in the Future,OP05-074,OP05-074,SR
one_piece,leftOnlyByTcgplayer,tcgtracking,ONE_PIECE,en,68:545927,545927,O-Nami (SP),23387,500 Years in the Future,OP06-101,OP06-101,R
one_piece,leftOnlyByTcgplayer,tcgtracking,ONE_PIECE,en,68:545778,545778,Monkey.D.Dragon (001),23387,500 Years in the Future,OP07-001,OP07-001,L
one_piece,leftOnlyByTcgplayer,tcgtracking,ONE_PIECE,en,68:545779,545779,Monkey.D.Dragon (001) (Parallel),23387,500 Years in the Future,OP07-001,OP07-001,L
one_piece,leftOnlyByTcgplayer,tcgtracking,ONE_PIECE,en,68:545783,545783,Carina,23387,500 Years in the Future,OP07-005,OP07-005,R
one_piece,leftOnlyByTcgplayer,tcgtracking,ONE_PIECE,en,68:545785,545785,Sterry,23387,500 Years in the Future,OP07-006,OP07-006,C
one_piece,leftOnlyByTcgplayer,tcgtracking,ONE_PIECE,en,68:545786,545786,Dice,23387,500 Years in the Future,OP07-007,OP07-007,C
one_piece,leftOnlyByTcgplayer,tcgtracking,ONE_PIECE,en,68:545787,545787,Mr. Tanaka,23387,500 Years in the Future,OP07-008,OP07-008,UC
one_piece,leftOnlyByTcgplayer,tcgtracking,ONE_PIECE,en,68:545788,545788,Dogura & Magura,23387,500 Years in the Future,OP07-009,OP07-009,C
one_piece,leftOnlyByTcgplayer,tcgtracking,ONE_PIECE,en,68:545789,545789,Baccarat,23387,500 Years in the Future,OP07-010,OP07-010,R
one_piece,leftOnlyByTcgplayer,tcgtracking,ONE_PIECE,en,68:545790,545790,Bluejam,23387,500 Years in the Future,OP07-011,OP07-011,C
one_piece,leftOnlyByTcgplayer,tcgtracking,ONE_PIECE,en,68:545791,545791,Porchemy,23387,500 Years in the Future,OP07-012,OP07-012,C
one_piece,leftOnlyByTcgplayer,tcgtracking,ONE_PIECE,en,68:545792,545792,Masked Deuce,23387,500 Years in the Future,OP07-013,OP07-013,UC
one_piece,leftOnlyByTcgplayer,tcgtracking,ONE_PIECE,en,68:545793,545793,Moda,23387,500 Years in the Future,OP07-014,OP07-014,UC
one_piece,leftOnlyByTcgplayer,tcgtracking,ONE_PIECE,en,68:545794,545794,Monkey.D.Dragon (015),23387,500 Years in the Future,OP07-015,OP07-015,SR
one_piece,leftOnlyByTcgplayer,tcgtracking,ONE_PIECE,en,68:545795,545795,Monkey.D.Dragon (015) (Parallel),23387,500 Years in the Future,OP07-015,OP07-015,SR
one_piece,leftOnlyByTcgplayer,tcgtracking,ONE_PIECE,en,68:545797,545797,Dragon Breath,23387,500 Years in the Future,OP07-017,OP07-017,UC
one_piece,leftOnlyByTcgplayer,tcgtracking,ONE_PIECE,en,68:545798,545798,Keep Out,23387,500 Years in the Future,OP07-018,OP07-018,C
one_piece,leftOnlyByTcgplayer,tcgtracking,ONE_PIECE,en,68:545799,545799,Jewelry Bonney (019),23387,500 Years in the Future,OP07-019,OP07-019,L
one_piece,leftOnlyByTcgplayer,tcgtracking,ONE_PIECE,en,68:545800,545800,Jewelry Bonney (019) (Parallel),23387,500 Years in the Future,OP07-019,OP07-019,L
one_piece,leftOnlyByTcgplayer,tcgtracking,ONE_PIECE,en,68:545801,545801,Aladine,23387,500 Years in the Future,OP07-020,OP07-020,C
one_piece,leftOnlyByTcgplayer,tcgtracking,ONE_PIECE,en,68:545802,545802,Urouge,23387,500 Years in the Future,OP07-021,OP07-021,R
one_piece,leftOnlyByTcgplayer,tcgtracking,ONE_PIECE,en,68:545803,545803,Otama,23387,500 Years in the Future,OP07-022,OP07-022,R
one_piece,leftOnlyByTcgplayer,tcgtracking,ONE_PIECE,en,68:545805,545805,Caribou,23387,500 Years in the Future,OP07-023,OP07-023,UC
one_piece,leftOnlyByTcgplayer,tcgtracking,ONE_PIECE,en,68:545806,545806,Koala,23387,500 Years in the Future,OP07-024,OP07-024,C
one_piece,leftOnlyByTcgplayer,tcgtracking,ONE_PIECE,en,68:545807,545807,Coribou,23387,500 Years in the Future,OP07-025,OP07-025,C
one_piece,leftOnlyByTcgplayer,tcgtracking,ONE_PIECE,en,68:545808,545808,Jewelry Bonney (026),23387,500 Years in the Future,OP07-026,OP07-026,SR
one_piece,leftOnlyByNameNumber,tcgtracking,ONE_PIECE,en,68:545922,545922,Okiku (SP),23387,500 Years in the Future,OP01-035,OP01-035,R
one_piece,leftOnlyByNameNumber,tcgtracking,ONE_PIECE,en,68:545923,545923,Donquixote Doflamingo (SP),23387,500 Years in the Future,OP01-073,OP01-073,R
one_piece,leftOnlyByNameNumber,tcgtracking,ONE_PIECE,en,68:545924,545924,Izo (SP),23387,500 Years in the Future,OP03-003,OP03-003,R
one_piece,leftOnlyByNameNumber,tcgtracking,ONE_PIECE,en,68:545925,545925,Issho (SP),23387,500 Years in the Future,OP03-078,OP03-078,SR
one_piece,leftOnlyByNameNumber,tcgtracking,ONE_PIECE,en,68:545926,545926,"Eustass""Captain""Kid (SP)",23387,500 Years in the Future,OP05-074,OP05-074,SR
one_piece,leftOnlyByNameNumber,tcgtracking,ONE_PIECE,en,68:545927,545927,O-Nami (SP),23387,500 Years in the Future,OP06-101,OP06-101,R
one_piece,leftOnlyByNameNumber,tcgtracking,ONE_PIECE,en,68:545778,545778,Monkey.D.Dragon (001),23387,500 Years in the Future,OP07-001,OP07-001,L
one_piece,leftOnlyByNameNumber,tcgtracking,ONE_PIECE,en,68:545779,545779,Monkey.D.Dragon (001) (Parallel),23387,500 Years in the Future,OP07-001,OP07-001,L
one_piece,leftOnlyByNameNumber,tcgtracking,ONE_PIECE,en,68:545784,545784,Carina (Parallel),23387,500 Years in the Future,OP07-005,OP07-005,R
one_piece,leftOnlyByNameNumber,tcgtracking,ONE_PIECE,en,68:545794,545794,Monkey.D.Dragon (015),23387,500 Years in the Future,OP07-015,OP07-015,SR
one_piece,leftOnlyByNameNumber,tcgtracking,ONE_PIECE,en,68:545795,545795,Monkey.D.Dragon (015) (Parallel),23387,500 Years in the Future,OP07-015,OP07-015,SR
one_piece,leftOnlyByNameNumber,tcgtracking,ONE_PIECE,en,68:545799,545799,Jewelry Bonney (019),23387,500 Years in the Future,OP07-019,OP07-019,L
one_piece,leftOnlyByNameNumber,tcgtracking,ONE_PIECE,en,68:545800,545800,Jewelry Bonney (019) (Parallel),23387,500 Years in the Future,OP07-019,OP07-019,L
one_piece,leftOnlyByNameNumber,tcgtracking,ONE_PIECE,en,68:545804,545804,Otama (Parallel),23387,500 Years in the Future,OP07-022,OP07-022,R
one_piece,leftOnlyByNameNumber,tcgtracking,ONE_PIECE,en,68:545808,545808,Jewelry Bonney (026),23387,500 Years in the Future,OP07-026,OP07-026,SR
one_piece,leftOnlyByNameNumber,tcgtracking,ONE_PIECE,en,68:545809,545809,Jewelry Bonney (026) (Parallel),23387,500 Years in the Future,OP07-026,OP07-026,SR
one_piece,leftOnlyByNameNumber,tcgtracking,ONE_PIECE,en,68:545810,545810,Jinbe (027),23387,500 Years in the Future,OP07-027,OP07-027,C
one_piece,leftOnlyByNameNumber,tcgtracking,ONE_PIECE,en,68:545813,545813,Basil Hawkins (Parallel),23387,500 Years in the Future,OP07-029,OP07-029,SR
one_piece,leftOnlyByNameNumber,tcgtracking,ONE_PIECE,en,68:545817,545817,Monkey.D.Luffy (033),23387,500 Years in the Future,OP07-033,OP07-033,UC
one_piece,leftOnlyByNameNumber,tcgtracking,ONE_PIECE,en,68:545818,545818,Roronoa Zoro (034),23387,500 Years in the Future,OP07-034,OP07-034,UC
one_piece,leftOnlyByNameNumber,tcgtracking,ONE_PIECE,en,68:545822,545822,Boa Hancock (038),23387,500 Years in the Future,OP07-038,OP07-038,L
one_piece,leftOnlyByNameNumber,tcgtracking,ONE_PIECE,en,68:545823,545823,Boa Hancock (038) (Parallel),23387,500 Years in the Future,OP07-038,OP07-038,L
one_piece,leftOnlyByNameNumber,tcgtracking,ONE_PIECE,en,68:545827,545827,Gecko Moria (042),23387,500 Years in the Future,OP07-042,OP07-042,C
one_piece,leftOnlyByNameNumber,tcgtracking,ONE_PIECE,en,68:545830,545830,Jinbe (045),23387,500 Years in the Future,OP07-045,OP07-045,SR
one_piece,leftOnlyByNameNumber,tcgtracking,ONE_PIECE,en,68:545831,545831,Jinbe (045) (Parallel),23387,500 Years in the Future,OP07-045,OP07-045,SR
one_piece,leftOnlyByNameNumber,tcgtracking,ONE_PIECE,en,68:545833,545833,Sengoku (Parallel),23387,500 Years in the Future,OP07-046,OP07-046,R
one_piece,leftOnlyByNameNumber,tcgtracking,ONE_PIECE,en,68:545834,545834,Trafalgar Law (047),23387,500 Years in the Future,OP07-047,OP07-047,R
one_piece,leftOnlyByNameNumber,tcgtracking,ONE_PIECE,en,68:545835,545835,Trafalgar Law (047) (Parallel),23387,500 Years in the Future,OP07-047,OP07-047,R
one_piece,leftOnlyByNameNumber,tcgtracking,ONE_PIECE,en,68:545839,545839,Boa Hancock (051),23387,500 Years in the Future,OP07-051,OP07-051,SR
one_piece,leftOnlyByNameNumber,tcgtracking,ONE_PIECE,en,68:545840,545840,Boa Hancock (051) (Parallel),23387,500 Years in the Future,OP07-051,OP07-051,SR
one_piece,rightOnlyByNameNumber,onepiecedb.io,ONE_PIECE,en,ST14-001,548412,Monkey.D.Luffy,ST14,3D2Y,ST14-001,ST14-001,Leader
one_piece,rightOnlyByNameNumber,onepiecedb.io,ONE_PIECE,en,ST14-012,548423,Monkey.D.Luffy,ST14,3D2Y,ST14-012,ST14-012,Common
one_piece,rightOnlyByNameNumber,onepiecedb.io,ONE_PIECE,en,OP07-001,629179,Monkey.D.Dragon,OP07,500 Years In The Future,OP07-001,OP07-001,Leader
one_piece,rightOnlyByNameNumber,onepiecedb.io,ONE_PIECE,en,OP07-015,659235,Monkey.D.Dragon,OP07,500 Years In The Future,OP07-015,OP07-015,Super Rare
one_piece,rightOnlyByNameNumber,onepiecedb.io,ONE_PIECE,en,OP07-019,634599,Jewelry Bonney,OP07,500 Years In The Future,OP07-019,OP07-019,Leader
one_piece,rightOnlyByNameNumber,onepiecedb.io,ONE_PIECE,en,OP07-026,656182,Jewelry Bonney,OP07,500 Years In The Future,OP07-026,OP07-026,Super Rare
one_piece,rightOnlyByNameNumber,onepiecedb.io,ONE_PIECE,en,OP07-027,552065,Jinbe,OP07,500 Years In The Future,OP07-027,OP07-027,Common
one_piece,rightOnlyByNameNumber,onepiecedb.io,ONE_PIECE,en,OP07-033,661695,Monkey.D.Luffy,OP07,500 Years In The Future,OP07-033,OP07-033,Uncommon
one_piece,rightOnlyByNameNumber,onepiecedb.io,ONE_PIECE,en,OP07-034,634608,Roronoa Zoro,OP07,500 Years In The Future,OP07-034,OP07-034,Uncommon
one_piece,rightOnlyByNameNumber,onepiecedb.io,ONE_PIECE,en,OP07-038,629181,Boa Hancock,OP07,500 Years In The Future,OP07-038,OP07-038,Leader
one_piece,rightOnlyByNameNumber,onepiecedb.io,ONE_PIECE,en,OP07-042,552070,Gecko Moria,OP07,500 Years In The Future,OP07-042,OP07-042,Common
one_piece,rightOnlyByNameNumber,onepiecedb.io,ONE_PIECE,en,OP07-045,545831,Jinbe,OP07,500 Years In The Future,OP07-045,OP07-045,Super Rare
one_piece,rightOnlyByNameNumber,onepiecedb.io,ONE_PIECE,en,OP07-047,658341,Trafalgar Law,OP07,500 Years In The Future,OP07-047,OP07-047,Rare
one_piece,rightOnlyByNameNumber,onepiecedb.io,ONE_PIECE,en,OP07-051,648101,Boa Hancock,OP07,500 Years In The Future,OP07-051,OP07-051,Super Rare
one_piece,rightOnlyByNameNumber,onepiecedb.io,ONE_PIECE,en,OP07-053,661881,Portgas.D.Ace,OP07,500 Years In The Future,OP07-053,OP07-053,Rare
one_piece,rightOnlyByNameNumber,onepiecedb.io,ONE_PIECE,en,OP07-059,629182,Foxy,OP07,500 Years In The Future,OP07-059,OP07-059,Leader
one_piece,rightOnlyByNameNumber,onepiecedb.io,ONE_PIECE,en,OP07-066,649672,Tony Tony.Chopper,OP07,500 Years In The Future,OP07-066,OP07-066,Rare
one_piece,rightOnlyByNameNumber,onepiecedb.io,ONE_PIECE,en,OP07-071,545864,Foxy,OP07,500 Years In The Future,OP07-071,OP07-071,Rare
one_piece,rightOnlyByNameNumber,onepiecedb.io,ONE_PIECE,en,OP07-073,649696,Monkey.D.Luffy,OP07,500 Years In The Future,OP07-073,OP07-073,Rare
one_piece,rightOnlyByNameNumber,onepiecedb.io,ONE_PIECE,en,OP07-075,552119,Noro Noro Beam,OP07,500 Years In The Future,OP07-075,OP07-075,Uncommon
one_piece,rightOnlyByNameNumber,onepiecedb.io,ONE_PIECE,en,OP07-076,656213,Noro Noro Beam Sword,OP07,500 Years In The Future,OP07-076,OP07-076,Common
one_piece,rightOnlyByNameNumber,onepiecedb.io,ONE_PIECE,en,OP07-079,629183,Rob Lucci,OP07,500 Years In The Future,OP07-079,OP07-079,Leader
one_piece,rightOnlyByNameNumber,onepiecedb.io,ONE_PIECE,en,OP07-083,552121,Gecko Moria,OP07,500 Years In The Future,OP07-083,OP07-083,Uncommon
one_piece,rightOnlyByNameNumber,onepiecedb.io,ONE_PIECE,en,OP07-091,586024,Monkey.D.Luffy,OP07,500 Years In The Future,OP07-091,OP07-091,Rare
one_piece,rightOnlyByNameNumber,onepiecedb.io,ONE_PIECE,en,OP07-093,545889,Rob Lucci,OP07,500 Years In The Future,OP07-093,OP07-093,Rare
one_piece,rightOnlyByNameNumber,onepiecedb.io,ONE_PIECE,en,OP07-102,552094,Jinbe,OP07,500 Years In The Future,OP07-102,OP07-102,Common
one_piece,rightOnlyByNameNumber,onepiecedb.io,ONE_PIECE,en,OP07-103,552095,Tony Tony.Chopper,OP07,500 Years In The Future,OP07-103,OP07-103,Common
one_piece,rightOnlyByNameNumber,onepiecedb.io,ONE_PIECE,en,OP07-109,656217,Monkey.D.Luffy,OP07,500 Years In The Future,OP07-109,OP07-109,Unknown
one_piece,rightOnlyByNameNumber,onepiecedb.io,ONE_PIECE,en,OP07-113,686286,Roronoa Zoro,OP07,500 Years In The Future,OP07-113,OP07-113,Uncommon
one_piece,rightOnlyByNameNumber,onepiecedb.io,ONE_PIECE,en,OP07-119,656227,Portgas.D.Ace,OP07,500 Years In The Future,OP07-119,OP07-119,Secret Rare
